date,p1,p2,p3,composite,country
2019-10-01,47.732258834990766,54.145999353627715,42.92606143201892,49.17658284748584,US
2020-01-01,56.341197772245565,52.53549138963943,43.19332113116418,50.684266907748395,US
2020-04-01,55.18129557477742,21.532696332765063,31.862678962218425,33.04384093210416,US
2020-07-01,57.6506483197156,27.335747519008308,35.68710027304054,37.4198785453948,US
2020-10-01,61.2376659565613,33.966267573374544,35.13215659351006,41.13388387521189,US
2021-01-01,42.52601948218834,15.54455571833773,38.95751599931467,29.313809743593467,US
2021-04-01,51.03435749171559,26.95207334202744,58.14117062353441,42.32937356390157,US
2021-07-01,53.903608216533016,30.641114163483834,62.327106649981914,45.96253542269555,US
2021-10-01,57.868165536006465,35.282337514393404,70.8887399032714,51.61071523646007,US
2022-01-01,45.025900644201,40.23899750785344,78.2472389826344,52.83819573437462,US
2022-04-01,47.944444161606185,44.481965766531744,83.80289144548179,59.045308791726264,US
2022-07-01,50.376814138787964,42.86963325834866,87.43929417600094,61.83697384175464,US
2022-10-01,50.96685400177941,46.17658746594452,88.0292559877421,63.94458265031357,US
2023-01-01,43.55714228399954,43.57316395009697,85.77069701110804,59.11376695742995,US
2023-04-01,44.17907363497919,44.17786905576004,79.20350075908962,54.68585971156371,US
2023-07-01,44.49996546410366,47.47320847362268,77.03254723967757,55.59769935105939,US
2023-10-01,45.05912617092923,53.4637390849075,75.44309408886502,57.956392357600194,US
2024-01-01,40.31485096965981,53.07825990745355,75.82585440583885,56.71168602252071,US
2024-04-01,39.90174484843098,52.600349373230344,75.11192676143779,56.17917145849273,US
2024-07-01,39.67232585847036,54.59717092980446,70.92484810352347,55.764262814086635,US
2024-10-01,37.01117786604572,54.46669941045762,70.08669342202445,54.788817227824694,US
2025-01-01,25.56582737551975,54.30990287864441,67.99152888508723,51.22837180479609,US
